CustomerID,Churn Probability
9029-FEGVJ,0.5432039417814956
4195-NZGTA,0.5425236981007697
5365-LLFYV,0.5424464034745615
3841-CONLJ,0.5419303287721982
9003-CPATH,0.5418212543489755
1478-VPOAD,0.5413946727275439
1942-OQFRW,0.5413824976097944
8720-RQSBJ,0.5413824976097944
4706-DGAHW,0.541309445866129
6185-TASNN,0.5412424802077324
4236-UJPWO,0.5412363923466975
6288-LBEAR,0.5410927338213853
4065-JJAVA,0.5410476625576531
1471-GIQKQ,0.5410202653178502
2637-FKFSY,0.5409520642852229
6907-FLBER,0.5407554125720211
4686-UXDML,0.5406778573155941
2080-CAZNM,0.5405554356438742
7567-ECMCM,0.54016329456825
2101-RANCD,0.5398885924489683
9743-DQKQW,0.5392023692058295
6559-PDZLR,0.5391090602283384
1728-BQDMA,0.5390256998057847
4537-DKTAL,0.5389221304237563
5119-KEPFY,0.5389122462219693
3798-EPWRR,0.5388794832303707
9529-OFXHY,0.5382110303354569
2969-QWUBZ,0.5381665820752825
3055-MJDSB,0.5372999117911609
3995-WFCSM,0.537276760295033
1310-QRITU,0.5371461824749486
3503-TYDAY,0.5366127706769555
0374-IOEGQ,0.5365878992785745
3808-HFKDE,0.5363018184826424
0869-PAPRP,0.5361413625394739
0581-MDMPW,0.5357907365672441
9281-OFDMF,0.535737783505593
7421-ZLUPA,0.5350529975772964
7508-SMHXL,0.5348571170752504
0082-OQIQY,0.5348052612700152
4282-ACRXS,0.5345575686038503
2322-VCZHZ,0.5344782388672363
6402-EJMWF,0.5343484435858615
7404-JLKQG,0.5342246099353868
4343-EJVQB,0.5326515736737607
1996-DBMUS,0.5325213366382819
6243-OZGFH,0.5320495018910407
7339-POGZN,0.530983665486956
2227-JRSJX,0.5305647892827339
8887-IPQNC,0.5297732608021414
8242-JSVBO,0.5292204663591418
8404-GFGCZ,0.5288124021173666
0899-LIIBW,0.5287762322679503
3058-WQDRE,0.5286492719621021
3589-PPVKW,0.5276533213692723
2582-FFFZR,0.5273800391048757
2476-YGEFM,0.5270908764344489
7126-RBHSD,0.5268692229459917
4718-DHSMV,0.526736607711202
2761-XECQW,0.5262323379538557
8096-LOIST,0.5261515289498851
3211-AAPKX,0.5259487307944791
0212-ISBBF,0.5258183702533163
0577-WHMEV,0.5252829299838975
9133-AYJZG,0.5250216584325296
3345-PBBFH,0.5248843025520793
0096-BXERS,0.5248733079806996
6481-ESCNL,0.5243676179828511
3014-WJKSM,0.5241472507992874
5816-SCGFC,0.5233004340535418
8069-YQQAJ,0.5232790271435235
1047-NNCBF,0.5223179922519636
1442-BQPVU,0.5222679246572359
6218-KNUBD,0.5222403962835255
9026-LHEVG,0.522130281439348
6029-CSMJE,0.5220250472537975
3452-SRFEG,0.5218083522153715
4280-DLSHD,0.5216793886835676
0114-PEGZZ,0.5215495706252173
7401-RUBNK,0.5214205759966161
5144-TVGLP,0.5210906895877145
1559-DTODC,0.5203026695342935
9873-MNDKV,0.5200640062676315
1685-BQULA,0.5196024391340914
4391-LNRXK,0.5191680502526282
9058-MJLZC,0.5186457702089265
0463-ZSDNT,0.5181666225197563
6968-GMKPR,0.5176178706973104
0356-ERHVT,0.5170248760093509
4636-JGAAI,0.516933045362597
1600-DILPE,0.5168748743946038
6242-MBHPK,0.5160193553725172
4468-KAZHE,0.5159979492437549
1028-FFNJK,0.515851631397576
7693-QPEFS,0.5151118560771546
1304-BCCFO,0.5144223955740321
1751-NCDLI,0.5142255514295397
7895-VONWT,0.5138882053922826
3956-CJUST,0.5136812795205641
8229-MYEJZ,0.5136304788114445
8791-GFXLZ,0.5126675674899484
4716-HHKQH,0.5125346819013603
2782-LFZVW,0.5121438128695394
0749-IRGQE,0.5117805494267039
6859-RKMZJ,0.5117425558492679
1596-OQSPS,0.5116151419225081
6704-UTUKK,0.5115237279359512
7176-WIONM,0.5111911857463648
1104-TNLZA,0.5109301032195958
4993-JCRGJ,0.5106680016042682
5183-SNMJQ,0.5105325088415968
2792-LSHWX,0.5099720808589158
5424-RLQLC,0.5098555345931225
2754-SDJRD,0.507870123708455
3509-GWQGF,0.5076795172089439
8903-WMRNW,0.5072524519147817
0434-CSFON,0.5055129353691744
7850-VWJUU,0.5054126442010981
8728-SKJLR,0.5053476126241823
8450-UYIBU,0.5052611655356705
6538-POCHL,0.5049558503212738
7876-BEUTG,0.5048825189546655
2694-CIUMO,0.5048242332379441
4109-CYRBD,0.504807624187148
4581-LNWUM,0.5043689172663794
6212-ATMLK,0.504124720107861
6693-FRIRW,0.5038766521300632
6259-WJQLC,0.5023539974416404
2770-NSVDG,0.5020030079785891
9767-FFLEM,0.5019862308473526
0641-EVBOJ,0.5019436713162092
6954-OOYZZ,0.5019435408361308
1261-FWTTE,0.5019190229660108
7128-GGCNO,0.5016677210078848
8782-LKFPK,0.5008192629684635
